Model;Scenario;Region;Variable;Unit;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0;0;1.03E-14;0.111408224;2.064142967;5.696343483;10.72285424;16.43716467;25.97170451;37.90737675;50.0470946;57.91500511;62.6451627;68.25289783;84.0636292;100.1230502;116.5245932;140.0561075;170.5927625
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0;0;0.008829197;0.063778561;0.102694901;0.177513107;0.376704498;0.844124573;1.851322998;3.209302002;5.293571777;11.35367969;26.09796094;41.39537891;47.39301953;53.46283984;59.56339063;64.55423047;67.58804688
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Nuclear;EJ/yr;9.9226368;9.643175936;10.65436979;11.59007027;14.37110989;17.12848998;19.84811008;21.98541926;24.01653965;27.8005207;31.49477069;34.2761001;36.23267123;37.93799987;41.3319209;43.69036902;44.07354163;43.96956058;44.26489037
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Solar;EJ/yr;0.1214136;0.744381716;1.665513192;2.659766768;4.256899488;6.784592192;10.05440691;14.04717312;18.2849833;22.23769805;26.18514176;29.49364275;32.17165824;36.22253056;47.45423053;61.71768013;74.95635149;86.1696983;93.66992077
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Biomass;EJ/yr;52.11501855;57.72198926;57.63387891;63.16881836;73.53378906;84.79836133;94.30999805;100.0191777;101.0151191;99.53467969;99.53555664;106.6784746;127.0411875;147.1728086;148.5103203;148.7391064;155.1455459;163.9567129;169.0922236
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy;EJ/yr;506.3976875;552.558875;568.228;579.0748125;605.3258125;629.8673125;646.4765;657.1176875;663.907875;668.806125;672.953625;677.0868125;679.170875;678.227;674.594625;662.490125;655.9805;663.5551875;676.345625
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Fossil;EJ/yr;430.6222969;467.233;477.5104063;478.6631094;486.5617969;491.5841094;488.383;483.0311875;479.9188906;477.1515938;471.9412031;461.81675;438.5636016;410.5352422;387.1858047;353.5737734;324.4360938;311.8816484;311.8407813
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Gas|w/o CCS;EJ/yr;113.9437969;126.9132969;143.5705;152.5784063;173.686;193.63;201.4414063;202.2502031;198.8432031;196.6752969;193.1182969;186.7400938;175.2890938;164.0062969;151.6424063;125.2507969;100.6141016;85.13686719;71.62772656
IMAGE 3.0.1;DIAG-C30-hybrid;World;Emissions|F-Gases;Mt CO2-equiv/yr;877.7758179;1232.802002;1727.401978;1573.871948;1483.720947;1409.843994;1347.868042;1370.682007;1433.603027;1329.64502;1392.810059;1451.572998;1504.177002;1483.131958;1481.021973;1477.378052;1486.988037;1510.612061;1537.989014
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Non-Biomass Renewables;EJ/yr;13.984733;18.24696911;22.81358919;26.21206299;31.8880792;37.83026272;45.97702797;54.60805504;61.95930368;67.77042944;73.7438912;78.35176832;81.74605466;87.35001267;102.6720888;121.877055;138.0219894;149.7971471;157.6689935
IMAGE 3.0.1;DIAG-C30-hybrid;World;Emissions|N2O;kt N2O/yr;10051.16022;10555.875;10941.4451;10200.62855;10392.2078;10622.55866;10793.80524;10679.75237;10496.25969;10188.65102;9857.388809;9742.879392;9662.852397;9493.98214;9431.832447;9336.531596;9259.596049;9286.354071;9366.117882
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Oil;EJ/yr;170.5882969;176.6422969;167.0797031;156.5442031;149.2630938;142.0944063;139.2705938;140.8400938;147.8115938;155.0672969;160.3279063;162.043;156.4429063;145.1989063;131.5852969;115.7342969;97.63134375;79.32614844;63.19789063
IMAGE 3.0.1;DIAG-C30-hybrid;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;48299.10938;51783.5;55671.46094;54423.42969;54434.94141;53517.89063;51968.51953;49657.39844;46370.85938;42690.46875;39283.19922;36896.80078;33355.30078;28802.56055;25436;21507.91992;17249.0293;14566.21973;12930.73047
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Gas|w/ CCS;EJ/yr;0;0;5.29E-16;0.024057421;0.197795303;0.455295807;0.668868225;1.745459961;4.002814941;7.689983887;12.82528027;15.55455957;16.86108008;17.99386914;21.86301953;25.29638086;28.94811914;29.88991992;30.14356055
IMAGE 3.0.1;DIAG-C30-hybrid;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;32090.52655;35334.94678;36580.64102;36629.98924;36457.65265;35660.11455;34450.62115;33151.59644;31591.53418;29823.89249;27906.99965;25795.11385;22365.95336;18472.37105;15007.4987;11161.50732;7771.420498;5173.091888;3263.630944
IMAGE 3.0.1;DIAG-C30-hybrid;World;GDP|PPP;billion US$2010/yr;75837.96607;90506.40817;112548.8245;136289.3543;160415.0488;184239.6457;208805.2168;234044.7438;259447.5586;285636.8516;313768.0127;343801.7173;375415.8553;408264.0157;442751.0428;478641.6111;516224.3561;555532.06;596236.4856
IMAGE 3.0.1;DIAG-C30-hybrid;World;Price|Carbon;US$2010/t CO2;0;0;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;38.28845635;48.86683798;62.36784508;79.59894362;101.5906678;129.6582809;165.4804689;211.1996407;269.5502267;344.0219841;439.0688037;560.3754445
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Oil|w/ CCS;EJ/yr;0;0;1.47E-19;0.037271622;0.052575691;0.093950508;0.11707;0.175855103;0.141809494;0.115012001;0.065212761;0.01169554;0.007113875;0.00564978;0.005519824;0.01748181;0.038606918;0.046984451;0.044108231
IMAGE 3.0.1;DIAG-C30-hybrid;World;Temperature|Global Mean;°C;0.905228972;1.012495995;1.148872018;1.298614025;1.44224596;1.565798998;1.67829299;1.783432961;1.882076979;1.971724987;2.052120924;2.112874985;2.163911104;2.209378958;2.242386103;2.271486044;2.296813965;2.312859058;2.318130016
IMAGE 3.0.1;DIAG-C30-hybrid;World;Policy Cost|Area under MAC Curve;billion US$2010/yr;0;0;72.37204233;82.75726493;133.1017199;191.570444;245.4467116;416.356368;681.9248825;1023.003429;1368.98054;1734.538063;2182.197952;2650.701076;3228.203602;3860.880441;4540.721526;5236.659181;5529.075955
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Hydro;EJ/yr;12.38731981;14.50488013;16.14444954;17.23094016;18.80612045;20.51980083;21.77758003;22.1741097;22.61285069;22.9988393;23.29321062;23.58279987;24.12432998;24.54475981;24.90324992;25.21222963;25.58252032;25.94279014;26.3533097
IMAGE 3.0.1;DIAG-C80-const;World;Final Energy;EJ/yr;368.0809063;394.7916875;382.7845938;385.067;395.4701875;411.7675;431.6478125;452.5243125;474.0584063;497.4616875;521.9873125;546.343875;568.804;587.994125;603.9941875;617.5661875;629.817625;640.302375;649.754125
IMAGE 3.0.1;DIAG-C80-const;World;Emissions|CO2;Mt CO2/yr;35671.27051;38161.75;39880.5;37110.51595;36268.66146;32030.85775;28385.7793;24819.21192;22232.94613;21061.33334;20382.89795;20928.35401;22067.59522;22805.51905;23238.86784;22819.42302;21254.84489;19926.15446;19406.4904
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Fossil|w/o CCS;EJ/yr;430.6222969;467.233;458.4365938;421.853;413.9526094;386.8306328;360.66825;339.961875;328.4349395;329.5748906;334.4956699;347.3830605;364.1073164;379.0243633;381.555;369.7649277;356.9824297;343.2903594;338.616
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Coal;EJ/yr;146.0902031;163.6774063;162.042;155.3507969;144.9617031;108.1035;92.39104688;81.70936719;69.71677344;70.31004688;72.15717188;75.89825781;79.93804688;83.05413281;86.40475;90.73328906;95.01274219;101.991;111.9297969
IMAGE 3.0.1;DIAG-C80-const;World;Emissions|CO2|AFOLU;Mt CO2/yr;3580.745668;2826.82089;4702.47642;4588.137672;5370.021624;5895.728653;6183.766559;5066.961632;3739.649266;2443.701719;1406.114278;1228.251353;1271.925365;840.4686452;837.752911;1067.445027;488.1525909;378.3736366;407.2352065
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Wind;EJ/yr;1.228848788;2.71150176;4.422728576;5.629888128;5.41586496;6.957936896;9.5513088;14.08240819;18.44828262;21.03031142;24.12337946;25.22268314;25.39535053;25.55750733;26.51731277;27.48658739;28.00471347;28.97132954;29.70844058
IMAGE 3.0.1;DIAG-C80-const;World;Emissions|CH4;Mt CH4/yr;350.1925049;369.7315979;369.5386047;321.1550903;302.4598999;285.3486938;270.6442871;255.2955017;241.4557037;234.7615967;227.5458984;225.1208038;223.3117065;220.2160034;217.3269043;212.7868958;207.8553009;202.3045044;198.5502014
IMAGE 3.0.1;DIAG-C80-const;World;Population;million;6921.797852;7302.094238;7671.501953;8015.398926;8327.682617;8608.792969;8857.175781;9069.899414;9242.542969;9372.134766;9459.967773;9511.283203;9531.094727;9520.347656;9480.227539;9413.564453;9325.707031;9221.214844;9103.234375
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Coal|w/o CCS;EJ/yr;146.0902031;163.6774063;162.042;154.1505938;140.3582031;95.69003125;69.91125;48.36757813;27.44093945;22.18289063;18.80016992;17.55456055;17.62301953;18.22326953;19.31910938;20.78063086;22.19182031;24.15385938;27.40860938
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Oil|w/o CCS;EJ/yr;170.5882969;176.6422969;160.4655938;142.8852031;132.5392031;124.6013984;119.731;123.9047031;134.7837031;146.5975;157.6182969;167.6417031;174.2962969;173.172;166.1132969;158.9425938;154.0684063;151.5845;152.3205938
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Coal|w/ CCS;EJ/yr;0;0;5.24E-14;1.200098999;4.603518066;12.41348047;22.47980078;33.34178906;42.27582031;48.12716016;53.35701172;58.34369922;62.31501953;64.83085938;67.08564063;69.95265625;72.82092188;77.83710156;84.52120313
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Gas;EJ/yr;113.9437969;126.9132969;135.929;126.942;148.357;178.0187969;185.4500938;184.2205;185.0555938;184.0192969;184.6602031;191.1004063;202.1660938;215.5512031;221.5175938;213.1424063;201.6697969;186.9565;175.7317031
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Biomass|w/o CCS;EJ/yr;52.11501953;57.72198047;55.64003906;62.22821094;76.71196094;91.15422656;98.20846094;96.17090625;90.88845313;87.04029688;84.31325781;82.74974219;84.81609375;90.57990625;94.75379688;97.60252344;102.2916016;109.7732969;113.1092031
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0;0;5.58E-14;3.75551709;12.79784003;24.90475427;37.90466162;50.79075153;61.42190311;71.47395984;80.03508705;87.34500701;92.37447546;92.82506966;92.54226851;93.09980903;93.80458662;97.26703178;101.3850682
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0;0;0.0408927;1.685915039;5.769469238;17.43510938;29.74981055;32.57225;29.01331055;26.93258008;26.22748047;26.61500977;25.92793945;22.62013086;18.57840039;17.69901953;20.56564063;26.50143945;31.7252793
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Nuclear;EJ/yr;9.9226368;9.643175936;10.53395968;11.27136973;12.7462103;17.09837005;21.11117926;26.83054899;32.26320077;36.39826022;40.50420122;44.39001907;48.2959319;52.36837171;56.56458854;60.26437018;61.17978931;60.02706022;57.96526899
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Solar;EJ/yr;0.1214136;0.744381716;1.662163072;2.56751408;3.07709456;5.608628;9.093618048;14.84095194;22.36079155;27.54118118;31.71705754;33.96101837;35.35543194;39.3930496;48.44938035;61.78919014;76.20721869;88.24408064;96.27822899
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Biomass;EJ/yr;52.11501855;57.72198926;55.68091797;63.91413086;82.48142188;108.5893535;127.9582773;128.7431309;119.9017695;113.9728828;110.5407422;109.3647578;110.7440371;113.2000469;113.3321934;115.3015869;122.8572334;136.2747314;144.8345244
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy;EJ/yr;506.3976875;552.558875;546.880875;526.222375;549.277125;570.5095;588.064875;597.423875;605.443875;622.990375;644.7095;671.2496875;700.397625;726.9141875;743.865375;752.9203125;764.6201875;780.019;795.1423125
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Fossil;EJ/yr;430.6222969;467.233;458.4365938;425.6085938;426.7502969;411.7353984;398.5728438;390.7526641;389.8568672;401.0488438;414.5306719;434.7280703;456.4818438;471.8494297;474.0973438;462.8647891;450.7871328;440.5574063;440.001
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Gas|w/o CCS;EJ/yr;113.9437969;126.9132969;135.929;124.8172031;141.0552031;166.5392031;171.026;167.6895938;166.2102969;160.7945;158.0772031;162.1867969;172.188;187.6290938;196.1225938;190.0417031;180.7222031;167.552;158.8867969
IMAGE 3.0.1;DIAG-C80-const;World;Emissions|F-Gases;Mt CO2-equiv/yr;877.7758179;1232.802002;1727.401978;1543.490967;1431.254028;1309.883057;1197.932983;1212.104004;1264.628052;1322.271973;1392.810059;1451.584961;1504.206055;1483.975952;1482.887939;1484.704956;1500.875;1531.011963;1564.067993
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Non-Biomass Renewables;EJ/yr;13.984733;18.24696911;22.61021389;25.96133338;28.20607645;34.50781571;42.46549491;53.63089574;66.37125478;74.95807078;82.78203059;86.64054426;89.19314022;94.20367898;104.9425989;119.9633321;135.6870876;149.4792643;159.114305
IMAGE 3.0.1;DIAG-C80-const;World;Emissions|N2O;kt N2O/yr;10051.16022;10555.875;10840.65576;9961.928708;9919.648993;10129.8337;10319.03432;10265.8298;10143.08419;9991.889436;9823.649132;9789.167478;9781.784526;9761.153387;9774.276504;9760.02469;9741.208982;9737.853583;9791.60442
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Oil;EJ/yr;170.5882969;176.6422969;160.4655938;143.3157969;133.4315938;125.6131016;120.7317031;124.8227969;135.0845;146.7195;157.7132969;167.7294063;174.3777031;173.2440938;166.175;158.9890938;154.1045938;151.6099063;152.3395
IMAGE 3.0.1;DIAG-C80-const;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;48299.10938;51783.5;54076.87109;49651.53906;48217.46875;43493.14063;39424.89063;35472.92188;32556.60938;31230.23047;30391.80078;30925.13086;32069.57031;32703.7207;33067.66016;32532.28906;30854.98047;29416.66016;28852.21094
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Gas|w/ CCS;EJ/yr;0;0;3.41E-15;2.12475;7.301881836;11.4795498;14.42408984;16.53085938;18.8452793;23.22480078;26.58299023;28.91360938;29.97800977;27.92201953;25.39498047;23.10067969;20.94753906;19.4045293;16.84491992
IMAGE 3.0.1;DIAG-C80-const;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;32090.52655;35334.94678;35178.01186;32522.37427;30898.6349;26135.12608;22202.01432;19752.25158;18493.29947;18617.63467;18976.78104;19700.1019;20795.6698;21965.0488;22401.11351;21751.97753;20766.69167;19547.78058;18999.25539
IMAGE 3.0.1;DIAG-C80-const;World;GDP|PPP;billion US$2010/yr;75837.96607;90506.40817;112548.8245;136289.3543;160415.0488;184239.6457;208805.2168;234044.7438;259447.5586;285636.8516;313768.0127;343801.7173;375415.8553;408264.0157;442751.0428;478641.6111;516224.3561;555532.06;596236.4856
IMAGE 3.0.1;DIAG-C80-const;World;Price|Carbon;US$2010/t CO2;0;0;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113;79.9999113
IMAGE 3.0.1;DIAG-C80-const;World;Primary Energy|Oil|w/ CCS;EJ/yr;0;0;5.60E-19;0.430668091;0.892440125;1.011723999;1.000770996;0.918103088;0.300803497;0.121998901;0.095085098;0.087698418;0.081446167;0.07219075;0.061647419;0.046473091;0.036125679;0.025400921;0.01894519
IMAGE 3.0.1;DIAG-C80-const;World;Temperature|Global Mean;°C;0.905228972;1.012812018;1.153206944;1.302685022;1.435096025;1.553239942;1.644155979;1.719097972;1.781507969;1.83020103;1.876523972;1.915155053;1.954293966;1.999390006;2.046113968;2.096611977;2.147881031;2.197988033;2.242455006
IMAGE 3.0.1;DIAG-C80-const;World;Policy Cost|Area under MAC Curve;billion US$2010/yr;0;0;436.4151162;379.9774248;661.4046221;916.2764183;1100.29121;1223.487753;1321.252454;1394.232581;1451.429628;1477.988802;1485.549128;1495.606299;1519.367322;1556.004715;1598.39017;1647.939381;1687.99969
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Hydro;EJ/yr;12.38731981;14.50488013;16.32083046;17.27057101;19.33535027;20.59500954;21.7608192;22.14433997;22.61446042;22.9984297;23.38031002;23.76155955;24.05900902;24.03613082;23.8820393;24.2680791;24.65586995;25.38847027;25.98279987
IMAGE 3.0.1;DIAG-C80-gr5;World;Final Energy;EJ/yr;368.0809063;394.7916875;401.0894063;410.1670938;420.3133125;431.7265;440.9683125;447.2730938;449.0485938;451.3664063;457.6278125;461.1844063;460.833;459.9614063;461.944;467.3280938;474.3751875;479.5336875;481.8035
IMAGE 3.0.1;DIAG-C80-gr5;World;Emissions|CO2;Mt CO2/yr;35671.27051;38161.75;41276.87696;40566.4961;40037.80144;37558.58334;33798.0586;28968.5555;23161.33968;17470.92188;14531.38493;12685.15202;10455.76408;7873.734294;5949.735108;4512.636312;1984.108439;796.7765809;-454.376264
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Fossil|w/o CCS;EJ/yr;430.6222969;467.233;477.429;469.5027969;461.3238906;440.3019063;403.1687031;368.2164063;327.8045469;290.525707;273.0474922;251.520418;226.6682539;202.4707188;175.1473813;147.8789224;123.5944019;101.6618647;83.22578027
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Coal;EJ/yr;146.0902031;163.6774063;166.8409063;167.8710938;158.402;143.9742031;128.4742969;107.9493984;84.54857813;61.24112891;56.32657813;58.12158984;60.32573047;66.26327344;79.16550781;98.77759375;119.9468984;133.0489063;138.1045938
IMAGE 3.0.1;DIAG-C80-gr5;World;Emissions|CO2|AFOLU;Mt CO2/yr;3580.745668;2826.82089;4702.096142;4569.196977;5338.61061;5555.172712;5634.863879;5059.787306;3997.496489;2502.522255;1514.264199;1507.991612;1544.599071;1327.190769;1586.555633;1947.122318;1125.618791;1244.060139;1083.262555
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Wind;EJ/yr;1.228848788;2.71150176;4.442133088;5.675681408;6.694836992;8.076316224;10.40618803;13.56715661;16.18464794;18.56331712;22.28670566;25.74928563;27.61090278;28.78504115;29.7967104;29.86569523;28.74631936;28.56783514;30.25502362
IMAGE 3.0.1;DIAG-C80-gr5;World;Emissions|CH4;Mt CH4/yr;350.1925049;369.7315979;376.0018005;341.0643005;312.6203918;290.0069885;271.3121948;256.0445862;235.9427948;220.8746033;206.0350952;197.1132965;189.9499969;184.0334015;181.5756073;179.354599;174.9136963;171.7064972;168.9221954
IMAGE 3.0.1;DIAG-C80-gr5;World;Population;million;6921.797852;7302.094238;7671.501953;8015.398926;8327.682617;8608.792969;8857.175781;9069.899414;9242.542969;9372.134766;9459.967773;9511.283203;9531.094727;9520.347656;9480.227539;9413.564453;9325.707031;9221.214844;9103.234375
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Coal|w/o CCS;EJ/yr;146.0902031;163.6774063;166.8409063;167.6260938;154.8755938;133.95;110.1565;82.78500781;52.71864063;22.32619922;12.662;10.50851953;9.263355469;8.481265625;7.89238916;7.385227051;6.786612793;5.766974121;4.393459961
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Oil|w/o CCS;EJ/yr;170.5882969;176.6422969;167.0515;154.2657969;144.0805;133.3697031;124.5112031;121.6608984;123.3922031;126.4481016;128.6153984;126.0952969;116.4023984;101.0366016;84.10477344;66.91174219;52.77455078;42.74378125;35.10971094
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Coal|w/ CCS;EJ/yr;0;0;9.75E-15;0.244995407;3.526478027;10.02420996;18.31780078;25.16443945;31.82992969;38.91494141;43.66457031;47.61307031;51.06237109;57.782;71.27311719;91.39236719;113.1602969;127.282;133.7110938
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Gas;EJ/yr;113.9437969;126.9132969;143.5365938;147.8924063;164.2877031;178.6215938;179.648;179.4155;171.1074063;164.5809063;159.5695;147.9847031;139.2442031;135.143;128.4236016;121.5777969;112.9143984;102.1147969;92.75136719
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Biomass|w/o CCS;EJ/yr;52.11501953;57.72198047;57.61623047;62.49517969;72.94863281;84.07579688;94.94495313;101.7962969;102.1056016;98.86222656;94.96778125;91.76042969;89.67032031;87.52677344;85.56653906;82.7535;84.54828125;88.4063125;91.40840625
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0;0;1.03E-14;0.639110695;5.828606079;16.38076276;30.39466284;41.78013757;52.13742615;62.28791748;71.59925729;80.73387656;89.3497782;100.0140905;116.5878066;139.4340647;162.0871948;176.2939421;182.7861441
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0;0;0.01037128;0.349070313;1.203526978;3.531915039;9.284577148;20.82842969;33.03942969;42.29676953;48.44914063;53.342;60.54369141;68.83620313;73.63677344;74.75222656;78.04797656;79.25025;79.70172656
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Nuclear;EJ/yr;9.9226368;9.643175936;10.65391002;11.51716045;13.99358976;16.39800013;18.62610944;20.37036032;23.13834906;28.24409088;32.77964902;36.02805146;39.34214963;43.3169408;47.91429939;52.25827942;55.61035981;58.72477798;61.24788941
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Solar;EJ/yr;0.1214136;0.744381716;1.665499608;2.630487392;3.9179816;5.833188864;8.064504192;11.01221965;15.05020646;20.49789158;25.32321741;29.42165146;35.02038938;41.58835917;51.01673882;62.56735027;73.40676096;84.653568;93.35737958
IMAGE 3.0.1;DIAG-C80-gr5;World;Primary Energy|Biomass;EJ/yr;52.11501855;57.72198926;57.6265918;62.84424805;74.15214063;87.6077207;104.2295176;122.6247676;135.1450566;141.1589785;143.4169668;145.1024375;150.214043;156.3629531;159.2033164;157.5057363;162.5962471;167.656584;171.1101035
